link,title,location,price,area,category,direction,floor_num,toilet_num,street,livingroom_num,bedroom_num,liability,status
https://nhadat.cafeland.vn/ban-can-ho-view-song-dong-nai-bank-70-an-han-goc-36t-lai-24t-2pn-65m2-75m2-2264734.html,BÁN CĂN HỘ VIEW SÔNG ĐỒNG NAI - BANK 70% ÂN HẠN GỐC 36T LÃI 24T - 2PN 65M2 75M2,"DT743A, Bình Thắng, Dĩ An, Bình Dương Lưu tin","~43,7 triệu /m2",65m2,Bán căn hộ chung cư,Không xác định,,2.0,20m - 30m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/eco-retreat-ra-mat-khu-do-thi-tam-rung-tri-lieu-dau-tien-tai-tphcm-nsl-eco-park-2263801.html,ECO RETREAT RA MẮT KHU ĐÔ THỊ TẮM RỪNG TRỊ LIỆU ĐẦU TIÊN TẠI TPHCM- NSL ECO PARK,"Đường nguyễn hữu trí, Thanh Phú, Bến Lức, Long An Lưu tin","~84,2 triệu /m2",190m2,Bán biệt thự,,4 tầng,4.0,20m - 30m,1.0,4 phòng,Sổ hồng,
https://nhadat.cafeland.vn/eco-retreat-rung-tri-lieu-cho-moi-gia-dinh-ra-mat-villa-shophoues-gd1-2265458.html,ECO RETREAT- RỪNG TRỊ LIỆU CHO MỖI GIA ĐÌNH - RA MẮT VILLA - SHOPHOUES GĐ1,"Đường nguyễn hữu trí, Thanh Phú, Bến Lức, Long An Lưu tin",~105 triệu/m2,190m2,Bán biệt thự,Không xác định,2 tầng,3.0,15m - 20m,1.0,3 phòng,Sổ hồng,
https://nhadat.cafeland.vn/em-manh-ban-gap-lo-dat-ngop-cty-mt-dso-21b-btri-dong-b-binh-tan-116m2-2271048.html,"Em Mạnh bán gấp lô đất ngộp cty Mt Đ.Số 21B ,BTrị Đông B , Bình Tân 116m2","Đường Số 21B, Bình Trị Đông B, Quận Bình Tân, TP. Hồ Chí Minh Lưu tin","~11,6 triệu /m2",116m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-dat-nen-phan-lo-du-an-ca-na-new-city-ninh-thuan-2270975.html,Bán đất nền phân lô dự án Cà Ná New City Ninh Thuận,"Cà Ná, Thuận Nam, Ninh Thuận Lưu tin",,,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/ket-tien-ban-nhanh-lo-dat-mat-tien-gan-quoc-lo-22-dien-tich-84m2-so-hong-rieng-2271047.html,"Kẹt Tiền bán nhanh lô đất măt tiền gần Quốc Lộ 22, Diện tich 84m2, Sổ hồng riêng","Thái Mỹ, Huyện Củ Chi, TP. Hồ Chí Minh Lưu tin",~5 triệu /m2,84m2,Bán đất thổ cư,,,,,,,Sổ hồng,
https://nhadat.cafeland.vn/dat-full-tho-cu-ngoai-o-da-lat-sat-doi-thong-so-san-cong-chung-ngay-2266234.html,Đất full thổ cư Ngoại Ô Đà Lạt - Sát đồi thông. Sổ sẵn công chứng ngay,"Gia Lâm, Lâm Hà, Lâm Đồng Lưu tin",~7 triệu /m2,546m2,Bán đất thổ cư,,,,10m - 15m,,,Sổ hồng,
https://nhadat.cafeland.vn/doc-quyen-quy-hang-dep-sun-urban-city-ha-nam-can-goc-mat-ho-xe-khe-2261571.html,"Độc quyền quỹ hàng đẹp Sun Urban City Hà Nam Căn góc, mặt hồ, xẻ khe","Lam Hạ, Phủ Lý, Hà Nam Lưu tin",~108 triệu/m2,60m2,Bán nhà phố dự án,,,,,1.0,5 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-khach-san-mini-25-phong-tai-trung-tam-cat-ba-bai-tam-dep-nhat-cat-ba-2260667.html,"Bán khách sạn mini 25 phòng tại trung tâm Cát Bà, bãi tắm đẹp nhất Cát Bà","1/4, Thị trấn Cát Bà, Cát Hải, TP. Hải Phòng Lưu tin",~138 triệu/m2,180m2,Bán nhà hàng - Khách sạn,,,,,,,,
https://nhadat.cafeland.vn/toi-can-ban-can-khach-san-gan-quang-truong-cong-vien-sun-world-loi-di-ra-bien-2117706.html,"Tôi cần bán căn khách sạn gần quảng trường, công viên Sun World lối đi ra biển","Thị trấn Cát Bà, Cát Hải, TP. Hải Phòng Lưu tin",~185 triệu/m2,135m2,Bán nhà hàng - Khách sạn,Tây Nam,5 tầng,18.0,20m - 30m,,18 phòng,,
https://nhadat.cafeland.vn/ban-shophouse-view-dep-tai-quoc-lo-1a-62-ty-5-tang-co-ham-phu-ly-ha-nam-2261092.html,"Bán shophouse view đẹp tại Quốc lộ 1A, 6,2 tỷ, 5 tầng, có hầm, Phủ Lý, Hà Nam","Lam Hạ, Phủ Lý, Hà Nam Lưu tin",~103 triệu/m2,60m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-khach-san-mat-bien-du-an-sun-cat-ba-hai-phong-chiet-khau-khung-2261048.html,Bán khách sạn mặt biển dự án Sun Cát Bà Hải Phòng - chiết khấu khủng,"Thị trấn Cát Bà, Cát Hải, TP. Hải Phòng Lưu tin",~196 triệu/m2,135m2,Bán nhà hàng - Khách sạn,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-2-mat-tien-kinh-doanh-duong-phan-dinh-phung-so-hong-101m2-gia-125-ty-2255448.html,"Bán nhà 2 mặt tiền kinh doanh đường Phan Đình Phùng sổ hồng 101m2 giá 12,5 tỷ","Phan Đình Phùng, Thanh Bình, Biên Hòa, Đồng Nai Lưu tin",~123 triệu/m2,101m2,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/nha-ban-duong-phan-trung-cho-thue-hon-12-tynam-1-tret-2-lau-233m2-gia-35-ty-2259511.html,Nhà bán đường Phan Trung cho thuê hơn 1.2 tỷ/năm; 1 trệt 2 lầu 233m2 giá 35 tỷ,"Phan Trung, Tân Mai, Biên Hòa, Đồng Nai Lưu tin",~150 triệu/m2,233m2,Bán nhà hàng - Khách sạn,,,,,,,,
https://nhadat.cafeland.vn/ban-dat-sau-tt-hanh-chinh-cong-tinh-dong-nai-phuong-tan-tien-so-hong-500m2-2251192.html,Bán đất sau TT hành chính công tỉnh Đồng Nai phường Tân Tiến sổ hồng 500m2,"Phan Trung, Tân Tiến, Biên Hòa, Đồng Nai Lưu tin",~38 triệu /m2,500m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-hem-kinh-doanh-gan-duong-dong-khoi-ngay-cay-xang-25-shr-167m2-gia-10-ty-2256908.html,Bán nhà hẻm kinh doanh gần đường Đồng Khởi ngay cây xăng 25 SHR 167m2 giá 10 tỷ,"Đồng Khởi, Tân Hiệp, Biên Hòa, Đồng Nai Lưu tin","~59,8 triệu /m2",167m2,Bán nhà riêng,Tây,1 tầng,3.0,10m - 15m,2.0,4 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-dat-gan-nga-tu-tan-phong-cach-duong-nguyen-ai-quoc-200m-259m2-gia-chi-85t-2265251.html,Bán đất gần ngã tư Tân Phong cách đường Nguyễn Ái Quốc 200m; 259m2 giá chỉ 8.5T,"Hẻm Đường Nguyễn Ái Quốc, Trảng Dài, Biên Hòa, Đồng Nai Lưu tin","~32,8 triệu /m2",259m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-dat-duong-ven-song-dong-nai-ke-ben-di-tich-nha-doc-phu-thanh-so-hong-1164m2-2263206.html,Bán đất đường ven sông Đồng Nai kế bên di tích Nhà Đốc Phủ Thanh sổ hồng 1164m2,"Huỳnh Văn Nghệ, Bửu Long, Biên Hòa, Đồng Nai Lưu tin","~49,8 triệu /m2",1164m2,Bán đất thổ cư,Tây Bắc,,,30m - 50m,,,Sổ hồng,
https://nhadat.cafeland.vn/ban-can-ho-ngay-trung-tam-binh-duong-gia-sieu-re-2271045.html,Bán căn hộ ngay trung tâm Bình Dương Giá siêu rẻ,"Nguyễn Du, Bình Hoà, Thuận An, Bình Dương Lưu tin",~755 nghìn/m2,45m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/chi-can-von-20-so-huu-ngay-can-ho-the-felix-vi-tri-dep-tra-gop-chi-39trth-2270799.html,Chỉ cần vốn 20% sở hữu ngay căn hộ The Felix vị trí đẹp - trả góp chỉ 3.9tr/th,"Bình Hoà, Thuận An, Bình Dương Lưu tin",~Thương lượng/m2,45m2,Bán căn hộ chung cư,,,1.0,,1.0,1 phòng,,
https://nhadat.cafeland.vn/parasol-cam-ranh-nha-pho-108m2-chi-hon-45-ty-vi-tri-dep-gia-cuc-tot-2271036.html,"ParaSol Cam Ranh - Nhà phố 108m² chỉ hơn 4.5 tỷ, vị trí đẹp, giá cực tốt","Cam Nghĩa, Cam Ranh, Khánh Hòa Lưu tin","~42,4 triệu /m2",108m2,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-mat-tien-quan-6-ban-gap-chia-tai-san-btct-3-tang-kien-co-12-t-2262073.html,Bán nhà mặt tiền quận 6 - Bán gấp chia tài sản BTCT 3 tầng kiên cố 12 T,"Bà Hom, Phường 13, Quận 6, TP. Hồ Chí Minh Lưu tin",~150 triệu/m2,80m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-quan-6-hem-xe-hoi-thong-thoang-btct-ngang-hiem-53m-84-t-2261200.html,Bán nhà quận 6 - Hẻm xe hơi thông thoáng - BTCT ngang hiếm 5.3m - 8.4 T,"Phường 7, Quận 6, TP. Hồ Chí Minh Lưu tin",~129 triệu/m2,65m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-mat-pho-quan-6-khu-hiem-ngang-51m-4-tang-btct-109m2-148-ty-2271042.html,Bán nhà mặt phố quận 6 - Khu hiếm ngang 5.1m - 4 tầng BTCT 109m2 - 14.8 tỷ,"Tân Hòa Đông, Phường 14, Quận 6, TP. Hồ Chí Minh Lưu tin",~202 triệu/m2,73m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-can-2pn-can-ho-elysian-lo-lu-7955m2-hang-cdt-gia-chi-401-ty-2269188.html,"Bán căn 2PN căn hộ Elysian Lò Lu, 79.55m2, hàng CĐT, giá chỉ 4,01 tỷ","170, Lò Lu, Quận 9, TP. Hồ Chí Minh Lưu tin","~50,4 triệu /m2",79.55m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/chuyen-nhuong-10000m2-khu-cong-nghiep-que-vo-3-bac-ninh-2269958.html,Chuyển nhượng 10.000m2 khu công nghiệp Quế Võ 3 – Bắc Ninh,"Quốc lộ 18, Quế Tân, Quế Võ, Bắc Ninh Lưu tin",~450/m2,10000m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/chinh-chu-rao-ban-nha-tai-duong-le-duan-tuyen-pho-sam-uat-nhat-da-nang-2266922.html,CHÍNH CHỦ RAO BÁN NHÀ TẠI ĐƯỜNG LÊ DUẨN - TUYẾN PHỐ SẦM UẤT NHẤT ĐÀ NẴNG,"K241/1, Lê Duẩn, Tân Chính, Thanh Khê, TP. Đà Nẵng Lưu tin",~175 triệu/m2,108.3m2,Bán nhà riêng,Đông Nam,3 tầng,3.0,10m - 15m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/nha-o-xa-hoi-hqc-binh-trung-dong-can-67m2-gia-24-ty-tang-thap-1713155.html,Nhà ở xã hội HQC BÌNH TRƯNG ĐÔNG Căn 67m2 giá 2.4 tỷ tầng thấp,"Bình Trưng Đông, Quận 2, TP. Hồ Chí Minh Lưu tin","~35,2 triệu /m2",68m2,Bán căn hộ chung cư,,4 tầng,2.0,,1.0,2 phòng,Hợp đồng,
https://nhadat.cafeland.vn/can-ban-4700m2-dat-co-1900m2-tho-tai-can-giuoc-long-an-2263290.html,"Cần bán 4700m2 đất có 1900m2 thổ tại Cần Giuộc, Long An","830, Long An, Cần Giuộc, Long An Lưu tin","~3,6 triệu /m2",4700m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-tret-lung-dien-tich-tai-loc-68m2-gan-kcn-rang-dong-duong-dinh-duc-thien-2271033.html,Bán nhà trệt lững diện tích tài lộc 68m2 gần kcn rạng đông đường đinh đức thiện,"Đinh Đức Thiện, Tân Quý Tây, Huyện Bình Chánh, TP. Hồ Chí Minh Lưu tin",~Thương lượng/m2,68m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/co-102-mo-ban-quy-can-vip-lien-ke-biet-thu-du-an-sun-urban-city-ha-nam-2261046.html,Có 102 - Mở Bán Quỹ Căn Vip Liền Kề + Biệt Thự dự án Sun Urban City Hà Nam,"Lam Hạ, Phủ Lý, Hà Nam Lưu tin",~101 triệu/m2,56m2,Bán biệt thự,,,,,,,,
https://nhadat.cafeland.vn/ban-bt-dep-xuat-sac-gan-bo-ngoai-giao-38-ty-143m2-5pn-5wc-2265195.html,"Bán BT đẹp xuất sắc gần Bộ Ngoại Giao, 38 tỷ, 143m2, 5PN, 5WC","Mỹ Đình 2, Nam Từ Liêm, Hà Nội Lưu tin",~265 triệu/m2,143m2,Bán biệt thự,,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-lien-ke-global-lakeview-trung-tam-q2-pbinh-trung-dong-19-ty-2265922.html,"Bán căn hộ liền kế Global, Lakeview. Trung tâm Q2, P.Bình Trưng Đông, 1,9 tỷ","Đường Số 63, Bình Trưng Đông, Quận 2, TP. Hồ Chí Minh Lưu tin","~32,2 triệu /m2",59m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-7-tang-moi-xay-mat-pho-dai-linh-2268773.html,Bán nhà 7 tầng mới xây mặt phố Đại Linh,"Trung Liệt, Trung Liệt, Đống Đa, Hà Nội Lưu tin",~352 triệu/m2,62.5m2,Bán nhà riêng,,7 tầng,11.0,6m,11.0,11 phòng,Sổ hồng,
https://nhadat.cafeland.vn/biet-thu-song-lap-hang-sang-co-ham-gan-cong-vien-phung-khoang-2269017.html,Biệt thự song lập hạng sang có hầm gần Công viên Phùng Khoang,"Trung Văn, Nam Từ Liêm, Hà Nội Lưu tin",~265 triệu/m2,162m2,Bán biệt thự,,,,,,,,
https://nhadat.cafeland.vn/quan-12-ban-nha-c4-hem-275-ha-huy-giap-dt-4x16m-1-lung-61m2-2270755.html,QUẬN 12 - BÁN NHÀ C4 HẺM 275 HÀ HUY GIÁP DT 4x16m 1 LỮNG 61m2,"hẻm 275, Đường Hà Huy Giáp, Thạnh Lộc, Quận 12, TP. Hồ Chí Minh Lưu tin","~56,5 triệu /m2",61m2,Bán nhà riêng,Đông Nam,1 tầng,1.0,5m,1.0,3 phòng,Sổ hồng,
https://nhadat.cafeland.vn/go-vap-ban-dat-mat-tien-pham-huy-thong-dt-5x182m-gan-song-2268157.html,"GÒ VẤP, BÁN ĐẤT MẶT TIỀN PHẠM HUY THÔNG DT 5x18.2m, GẦN SÔNG.","Phạm Huy Thông, Phường 6, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin",,91m2,Bán đất thổ cư,Đông Nam,,,10m - 15m,,,Sổ hồng,
https://nhadat.cafeland.vn/quan-03-ban-nha-cu-xa-do-thanh-1-tret-1-lau-duong-so-4-chi-72-ty-2267303.html,"QUẬN 03, BÁN NHÀ CƯ XÁ ĐÔ THÀNH, 1 TRỆT 1 LẦU ĐƯỜNG SỐ 4, CHỈ 7.2 TỶ (Tin Hết Hạn)","Đường 4 Cư xá Đô Thành, Phường 4, Quận 3, TP. Hồ Chí Minh Lưu tin","~64,8 triệu /m2",111m2,Bán nhà riêng,Tây Nam,2 tầng,3.0,3m,1.0,3 phòng,Sổ hồng,
https://nhadat.cafeland.vn/go-vap-ban-760m2-dat-mat-tien-ven-song-vam-thuat-dt-135x56m-2268464.html,"GÒ VẤP, BÁN 760M2 ĐẤT MẶT TIỀN VEN SÔNG VÀM THUẬT, DT 13.5x56M","Trần Bá Giao, Phường 5, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin","~98,6 triệu /m2",760m2,Bán đất thổ cư,Đông,,,20m - 30m,,,Sổ hồng,
https://nhadat.cafeland.vn/go-vap-ban-toa-nha-dv-pham-huy-thong-p7-khu-dong-bo-2268090.html,,,,,,,,,,,,,
https://nhadat.cafeland.vn/tan-binh-ban-kho-xuong-phan-huy-ich-dt-10x40m-gia-32-ty-2268216.html,"TÂN BÌNH, BÁN KHO XƯỞNG PHAN HUY ÍCH, DT 10x40m, GIÁ 32 TỶ","Phan Huy Ích, Phường 15, Quận Tân Bình, TP. Hồ Chí Minh Lưu tin","~81,6 triệu /m2",392m2,"Bán kho, nhà xưởng",Tây,,1.0,10m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/chinh-chu-ban-dat-gia-re-tai-thon-phuc-thi-xa-viet-dan-dong-trieu-quang-ninh-2271024.html,"Chính chủ bán đất giá rẻ tại Thôn Phúc, Thị Xã Việt Dân, Đông Triều, Quảng Ninh","Việt Dân, Đông Triều, Quảng Ninh Lưu tin",,2235m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-dat-mat-tien-nhua-2018m2-ngang-70m-20m-ra-duong-song-hanh-hoc-mon-2265425.html,"BÁN ĐẤT MẶT TIỀN NHỰA 2018m2 ngang 70m – 20m Ra ĐƯỜNG SONG HÀNH, HÓC MÔN","Song Hành, Tân Hiệp, Huyện Hóc Môn , TP. Hồ Chí Minh Lưu tin","~14,8 triệu /m2",2018m2,Bán đất thổ cư,,,,8m,,,Sổ hồng,
https://nhadat.cafeland.vn/ban-gap-2-day-tro-157m2-xe-hoi-dau-cua-vi-tri-dac-dia-ngay-to-ky-9-phong-2268922.html,"BÁN GẤP 2 DÃY TRỌ 157m2 XE HƠI ĐẬU CỬA, VỊ TRÍ ĐẮC ĐỊA NGAY TÔ KÝ - 9 Phòng","ẤP mỹ huề, Trung Chánh, Huyện Hóc Môn , TP. Hồ Chí Minh Lưu tin","~43,3 triệu /m2",157m2,Bán nhà riêng,,2 tầng,9.0,4m,9.0,9 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-can-ho-dich-vu-hem-xe-hoi-8m-cong-hoa-p4-tan-binh-12pn-moi-du-giay-phep-2270200.html,"BÁN CĂN HỘ DỊCH VỤ HẺM XE HƠI 8m Cộng Hoà, P4 Tân Bình. 12PN mới đủ giấy phép.","Cộng Hòa, Phường 4, Quận Tân Bình, TP. Hồ Chí Minh Lưu tin",~226 triệu/m2,64m2,"Bán căn hộ Mini, Dịch vụ",,5 tầng,12.0,8m,1.0,12 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-dat-dau-tu-va-kinh-doanh-tai-thi-tran-can-duoc-2271018.html,Bán đất đầu tư và kinh doanh tại thị trấn Cần Đước,"TT. Cần Đước, Cần Đước, Long An Lưu tin","~19,3 triệu /m2",105.8m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/22sao-2249m-2mt-nhuadt-756ql14-vaogia-890trsoshrnha-hien-huu-2263262.html,"(2,2Sào 2,249m) 2MT Nhựa,DT 756,QL14 Vào,Giá 890TR/Sổ,SHR,Nhà Hiện Hữu (Tin Hết Hạn)","Quang Minh, Chơn Thành, Bình Phước Lưu tin",~395 nghìn/m2,2249m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-114m2-o-tan-kien-binh-chanh-gia-35-ty-da-bao-gom-het-nha-moi-2270756.html,"Bán căn hộ 114m2 ở Tân Kiên Bình Chánh giá 3,5 tỷ đã bao gồm hết nhà mới","Huỳnh Bá Chánh, Tân Kiên, Huyện Bình Chánh, TP. Hồ Chí Minh Lưu tin","~30,7 triệu /m2",114m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/conic-boulevard-85m-gia-chi-245-ty-nha-san-o-ngay-ngan-hang-cho-vay-75-2268663.html,"Conic Boulevard 85m giá chỉ 2,45 tỷ nhà sẵn ở ngay ngân hàng cho vay 75%","Huỳnh Bá Chánh, Tân Kiên, Huyện Bình Chánh, TP. Hồ Chí Minh Lưu tin","~28,8 triệu /m2",85m2,Bán căn hộ chung cư,Đông Bắc,15 tầng,2.0,10m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-dat-sau-cho-can-duoc-so-san-cong-chung-ngay-2271016.html,Bán Đất Sau Chợ Cần Đước Sổ Sẵn Công Chứng Ngay,"Trương Định, TT. Cần Đước, Cần Đước, Long An Lưu tin",~187 nghìn/m2,80m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/chi-voi-579-trieu-so-huu-khu-do-thi-alana-city-tp-hcm-don-song-cao-toc-kcn-g-2271015.html,"Chỉ với 579 triệu sở hữu khu đô thị Alana City TP. HCM. Đón sóng Cao tốc, KCN. G","ĐT 741, Phước Hòa, Phú Giáo, Bình Dương Lưu tin",~Thương lượng/m2,80m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/citymark-residence-dau-tu-thong-minh-sinh-loi-ben-vung-2269966.html,"CITYMARK RESIDENCE: Đầu tư thông minh, Sinh lời bền vững","2, Nguyễn Trãi, Phú Mỹ, Phú Mỹ, Bà Rịa - Vũng Tàu Lưu tin",~756 nghìn/m2,48.9m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/so-huu-ngay-can-ho-cao-cap-chi-voi-800tr-khai-thac-cho-thue-ngay-khi-nhan-nha-2267684.html,Sở Hữu Ngay Căn Hộ Cao Cấp Chỉ Với 800tr - Khai Thác Cho Thuê Ngay Khi Nhận Nhà,"`2, Nguyễn Trãi, Phú Mỹ, Phú Mỹ, Bà Rịa - Vũng Tàu Lưu tin",~Thương lượng/m2,58m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/can-75m2-the-golden-dynasty-so-hong-san-tt-950tr-o-ngay-nha-moi-2270164.html,"Căn 75m2 The Golden Dynasty sổ hồng sẵn, TT 950tr ở ngay, nhà mới","Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh Lưu tin",~42 triệu /m2,75m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/ban-can-62m2-hoang-kim-the-gia-so-hong-san-full-noi-that-2269785.html,"Bán căn 62m2 Hoàng Kim Thế Gia sổ hồng sẵn, full nội thất","Trương Phước Phan, Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh Lưu tin","~43,2 triệu /m2",62m2,Bán căn hộ chung cư,,,,,,,,
https://nhadat.cafeland.vn/ban-shophouse-palmy-biztown-hdb-thanh-tri-81m2-152trm2-2271013.html,Bán shophouse Palmy Biztown – HDB Thanh Trì – 81m² – 152tr/m²,"Đường Phan Trọng Tuệ, Thanh Liệt, Thanh Trì, Hà Nội Lưu tin",~152 triệu/m2,81m2,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-cao-cap-thanh-pho-vung-tau-view-bien-nhan-ngay-uu-dai-tu-cdt-2257389.html,"Bán Căn Hộ Cao Cấp Thành Phố Vũng Tàu – View Biển, Nhận Ngay Ưu Đãi Từ CĐT","A 2, Nguyễn Hữu Cảnh, Nguyễn An Ninh, Vũng Tàu, Bà Rịa - Vũng Tàu Lưu tin","~44,8 triệu /m2",87m2,Bán căn hộ chung cư,,,2.0,20m - 30m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/shophouse-thuong-mai-tp-vung-tau-du-an-vung-tau-centre-point-2257438.html,SHOPHOUSE THƯƠNG MẠI TP VŨNG TÀU - DỰ ÁN VUNG TAU CENTRE POINT,"A2, Nguyễn Hữu Cảnh, Nguyễn An Ninh, Vũng Tàu, Bà Rịa - Vũng Tàu Lưu tin","~60,3 triệu /m2",207m2,Bán căn hộ chung cư,,2 tầng,3.0,15m - 20m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/mua-ban-can-ho-chung-cu-cao-cap-thanh-pho-vung-tau-gia-tot-2259295.html,MUA BÁN CĂN HỘ CHUNG CƯ CAO CẤP THÀNH PHỐ VŨNG TÀU GIÁ TỐT,"A2, Đường 2/9, Nguyễn An Ninh, Vũng Tàu, Bà Rịa - Vũng Tàu Lưu tin","~44,8 triệu /m2",87m2,Bán căn hộ chung cư,,,2.0,15m - 20m,1.0,2 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ket-bank-giam-50-ty-con-180-ty-ban-62-ha-gan-san-bay-phan-thiettp-phan-thiet-2268888.html,"Kẹt Bank giảm 50 tỷ còn 180 tỷ bán 62 ha gần sân bay Phan Thiết,TP Phan Thiết.","Đường ven biển, Thiện Nghiệp, Phan Thiết, Bình Thuận Lưu tin",~2 tỷ 885 triệu/m2,62.38m2,Bán đất nền dự án,,,,,,,,
https://nhadat.cafeland.vn/dinh-gia-74-ty-chot-ban-50-ty-nha-mt-nguyen-trai-q1130m2-5-lau-2268885.html,"Định giá 74 tỷ chốt bán 50 tỷ, nhà MT Nguyễn Trãi Q1(130m2) 5 lầu.","Nguyễn Trãi, Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh Lưu tin",~384 triệu/m2,130m2,Bán nhà riêng,,,,,,,,
https://nhadat.cafeland.vn/ban-nha-tran-binh-trong-q103612m4-lau-gia-945-ty-tl-2269392.html,"Bán nhà Trần Bình Trọng - Q.10(3.6×12m)4 lầu, giá 9.45 tỷ TL","Trần Bình Trọng, Phường 1, Quận 10, TP. Hồ Chí Minh Lưu tin",~219 triệu/m2,43m2,Bán nhà riêng,Nam,4 tầng,5.0,5m,1.0,4 phòng,Sổ hồng,
https://nhadat.cafeland.vn/lo-goc-6x15-tho-cu-tra-truoc-20-nhan-dat-xay-nha-tu-do-vi-tri-trung-tam-kcn-2270926.html,,,,,,,,,,,,,
https://nhadat.cafeland.vn/lo-dat-4x20-tho-cu-khu-dan-cu-duong-nhua-gan-khu-cong-nghiep-2270414.html,"LÔ ĐẤT 4x20 thổ cư, khu dân cư đường nhựa gần khu công nghiệp","Xuân Thới Thượng, Huyện Hóc Môn , TP. Hồ Chí Minh Lưu tin","~2,5 triệu /m2",80m2,Bán đất thổ cư,,,,,,,,
https://nhadat.cafeland.vn/villa-6x15-xay-tret-2-lau-kdc-cao-cap-nha-dep-vi-tri-dac-dia-giao-nha-ngay-2270927.html,"VILLA 6x15 xây trệt 2 lầu KDC cao cấp, nhà đẹp, vị trí đắc địa ,giao nhà ngay","ĐT 824, Mỹ Hạnh Nam, Đức Hòa, Long An Lưu tin","~7,7 triệu /m2",90m2,Bán nhà phố dự án,,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-4-phong-ngu-phu-my-hung-172m2-gia-75-ty-2266728.html,"Bán căn hộ 4 phòng ngủ, Phú Mỹ Hưng, 172m2 , giá 7.5 tỷ","Tân Phong, Quận 7, TP. Hồ Chí Minh Lưu tin","~43,6 triệu /m2",172m2,Bán căn hộ chung cư,,,4.0,,1.0,4 phòng,Sổ hồng,
https://nhadat.cafeland.vn/ban-biet-thu-flc-sam-son-162-m2-gia-12-8-ty-2266833.html,"BÁN BIỆT THỰ FLC SẦM SƠN, 162 M2 , GIÁ 12 .8 TỶ","Hồ Xuân Hương, Quảng Cư, Sầm Sơn, Thanh Hóa Lưu tin","~79,1 triệu /m2",162m2,Bán biệt thự,,3 tầng,7.0,20m - 30m,1.0,7 phòng,Sổ hồng,
https://nhadat.cafeland.vn/dat-nen-du-an-van-phat-hung-phu-xuan-nha-be-duong-20-m-gia-56-trieum2-2269028.html,"Đất nền dự án Vạn Phát Hưng - Phú Xuân Nhà Bè đường 20 m, giá 56 triệu/m2","Huỳnh Tấn Phát, Phú Xuân, Huyện Nhà Bè, TP. Hồ Chí Minh Lưu tin",~405 nghìn/m2,138m2,Bán đất nền dự án,,,,,,,,
